code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_bac2,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
78003,Ablis,11,Île-de-France,Yvelines,1138,942,177,63,10,1002,132,22.795698924731184,17.050691244239633,5.192012288786482,50.81413210445469,6.958021851638872,0.46003450258769407,4.140310523289246,15.641173087981599,29.269695227142034,29.03967797584819,18.63139735480161,49.596774193548384,13.49527665317139,5.5780476833108414,27.755285650022493,18.57849752586595,16.419253261358524,10.796221322537113,0.8710801393728222,82.77680140597539,15.553602811950789,5.536028119507909,88.04920913884007,11.599297012302284
78005,Achères,11,Île-de-France,Yvelines,7746,3113,4528,3609,28,2635,5049,21.78848425702399,19.451435615594022,4.704915506702964,51.26611536288459,11.75789168838691,0.04826720725938797,2.4712810116806643,18.100202722270488,27.966019886089388,32.580364900086884,17.472729027898446,50.42117930204573,17.855295247949154,5.431971029487843,24.484517034956767,17.79617175375065,13.820116768901041,14.130515113443204,0.36017494211474144,40.18848437903434,58.455977278595405,46.59178931061193,34.017557449005935,65.18202943454686
78015,Andrésy,11,Île-de-France,Yvelines,4904,3456,1306,603,89,2464,2400,19.53965474105579,16.34559252772913,7.413893753648569,52.789592194145605,7.482647706111393,0,4.299983070932792,30.353817504655495,30.91247672253259,23.531403419671577,10.309801929913661,61.648745519713266,9.557109557109557,5.932400932400932,19.801864801864802,17.34265734265734,17.73892773892774,23.123543123543126,1.7824954936911677,70.47308319738988,26.63132137030995,12.296084828711257,50.24469820554649,48.939641109298535
78029,Aubergenville,11,Île-de-France,Yvelines,4603,2273,2280,1697,38,1806,2792,20.779556014455345,19.97934950955085,5.71330235759766,51.29926002409224,11.864125932062967,0.04971002485501243,2.932891466445733,11.449875724937861,29.11350455675228,31.26760563380282,24.09279204639602,43.94366197183099,20.456487245209328,5.1019162699865745,28.1337727328207,16.977907970218478,13.05992920786037,8.580495544977419,0.8187890540831718,49.38083858353248,49.53291331740169,36.86726048229416,39.23528133825766,60.656093851835756
78043,Bailly,11,Île-de-France,Yvelines,1515,1226,267,69,18,624,888,21.905495634309194,13.27683615819209,8.602978941961993,51.900359527478166,6.826137689614936,0.2333722287047841,3.38389731621937,50.75845974329055,25.72928821470245,12.36872812135356,4.2590431738623105,76.6798418972332,5.001894657067071,4.736642667677151,8.866995073891626,18.075028419856007,17.809776430466083,43.76657824933687,1.1741682974559686,80.92409240924093,17.62376237623762,4.554455445544554,41.18811881188119,58.61386138613861
78062,Beynes,11,Île-de-France,Yvelines,2954,2329,520,239,24,2193,751,19.462295081967213,18.111475409836064,4.157377049180329,50.30819672131147,6.3374904555866625,0.10180707559175363,3.8432171035886995,24.026469839653856,34.61440570119623,30.16034614405701,10.537032323746502,50.39745627980922,8.238740388136213,5.748809959721714,25.302087147564993,20.67008421823508,17.06334675942878,15.305748809959722,0.8059100067159166,78.84224779959376,17.603249830737983,8.090724441435341,74.23832092078537,25.423155044008123
78073,Bois-d'Arcy,11,Île-de-France,Yvelines,5356,3268,1954,848,170,1838,3458,20.748570187504527,21.29877651487729,5.125606312893651,49.04799826250634,5.9418637788543744,0,4.117982331148475,27.244229125106866,31.290966087204332,27.158734682245655,9.717868338557993,48.52724594992636,11.450851631438539,5.130309870716191,23.199261235378618,18.571721731992614,16.72481017853478,19.525959367945823,3.076366268548679,61.01568334578044,36.48244958924571,15.832710978342046,34.316654219566836,64.56310679611651
78089,Bonnières-sur-Seine,11,Île-de-France,Yvelines,1868,861,956,601,21,980,875,21.133567662565905,20.07908611599297,9.622144112478031,53.58084358523726,12.505582849486377,0,4.287628405538187,8.262617239839214,24.385886556498438,34.1223760607414,24.385886556498438,41.54228855721393,22.073890096243403,5.650419124495498,28.158956845700096,15.709407016454518,8.87923005277864,8.38248990996585,1.1116993118051879,46.09207708779443,51.17773019271949,32.17344753747323,52.46252676659529,46.84154175588865
78090,Bouafle,11,Île-de-France,Yvelines,836,651,177,16,11,718,108,18.21223709369025,16.873804971319313,8.173996175908222,50.62141491395793,7.981220657276995,0.3755868544600939,5.915492957746479,24.976525821596244,25.352112676056336,26.76056338028169,15.305164319248826,53.59477124183007,15.968586387434556,5.366492146596859,26.701570680628272,15.903141361256544,14.267015706806282,11.714659685863875,1.2987012987012987,77.8708133971292,21.17224880382775,1.9138755980861244,85.88516746411483,12.918660287081341
78092,Bougival,11,Île-de-France,Yvelines,3506,2249,1170,459,47,992,2489,21.863967992468815,16.192045187102845,7.425276535655448,52.12991292068722,7.802249297094659,0.18744142455482662,4.217432052483598,36.26991565135895,26.991565135895033,22.399250234301782,8.52858481724461,65.07936507936508,10.433743169398907,4.252049180327869,10.843579234972678,17.46926229508197,16.73497267759563,35.96311475409836,1.3228257810301154,64.14717626925271,33.37136337706789,13.091842555618937,28.294352538505418,70.99258414147175
78117,Buc,11,Île-de-France,Yvelines,2122,1558,512,222,24,1231,885,20.39545953863054,16.73379714390333,6.590992310508971,50.76894910289271,6.388676358071921,0,3.6342769701606734,44.33817903596021,29.227237949502676,16.755929609793423,5.279265493496557,71.11650485436894,5.2885906040268456,4.483221476510067,12.563758389261745,16.268456375838927,17.02013422818792,39.86577181208054,1.1183597390493942,73.42130065975495,24.12818096135721,10.461828463713479,58.01131008482564,41.70593779453346
78118,Buchelay,11,Île-de-France,Yvelines,916,717,189,110,7,818,95,20.847651775486828,17.29667812142039,4.085528827796869,48.87361588392516,11.322188449848024,0.6838905775075987,5.623100303951368,20.364741641337385,27.127659574468083,24.924012158054712,16.565349544072948,56.9377990430622,19.34426229508197,4.699453551912568,27.10382513661202,16.065573770491802,13.989071038251366,10.601092896174864,0.7583965330444203,78.27510917030568,20.633187772925766,12.008733624454148,89.30131004366812,10.37117903930131
78123,Carrières-sous-Poissy,11,Île-de-France,Yvelines,5795,2572,3152,1657,62,2015,3752,22.28468179080506,21.334404068794754,3.540119119320083,49.84273572910393,10.944672626238223,0,3.962309736651365,21.732302488523796,25.48924861077555,31.21526938874124,16.453249577192558,43.754789272030656,20.92283980348714,4.016954050669493,19.458626336576437,15.778826702629805,15.210480685868413,19.554956169925827,1.0585624039610724,44.38308886971527,54.391716997411564,28.593615185504746,34.77135461604831,64.74547023295945
78124,Carrières-sur-Seine,11,Île-de-France,Yvelines,5963,3737,2081,871,224,2540,3330,22.661894346125806,17.3460595214423,4.785576986809836,50.87161132100484,8.811325360019527,0.31730534537466437,4.198193800341713,37.61288747864291,25.90920185501587,19.89260434464242,11.447400536978277,59.07534246575342,14.45092322643343,4.256559766763848,15.024295432458699,15.568513119533527,17.06511175898931,28.82410106899903,3.620494585421044,62.66979708200571,34.89854100285091,14.606741573033707,42.59600872044273,55.84437363743082
78126,La Celle-Saint-Cloud,11,Île-de-France,Yvelines,8554,4575,3839,2549,91,2223,6205,20.97766420594359,15.265947378383494,9.331819042210865,52.62161650577324,9.88454527040713,0.15191411788535547,5.316994125987442,33.75531699412599,26.32165282560259,24.316386469515898,9.49969617176423,68.56309263311452,11.408383069218631,4.953008163545311,13.980928860533718,15.984084516704398,14.955066200178363,33.422514920765586,1.0526315789473684,53.483750292260936,44.87958849660977,29.798924479775547,25.987841945288753,72.53916296469488
78133,Chambourcy,11,Île-de-France,Yvelines,2326,1450,816,417,34,925,1386,21.751750042683966,14.66621137100905,8.605087928973877,52.50128051903705,9.070631970260223,0.14869888475836432,5.947955390334572,39.92565055762082,28.475836431226764,20.59479553903346,7.434944237918216,60.38251366120219,8.878504672897195,5.115592720118052,13.69896704377767,16.084604033448105,16.42892277422528,34.35809149040826,1.4406779661016949,62.33877901977644,35.081685296646604,17.927773000859844,39.76784178847807,59.58727429062769
