code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_bac2,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
2A001,Afa,94,Corse,Corse-du-Sud,1174,886,179,0,80,1059,111,16.101108033240997,15.131578947368421,5.886426592797784,49.65373961218836,6.639004149377594,1.313969571230982,8.229598893499308,11.341632088520056,28.769017980636235,33.0567081604426,16.9432918395574,41.23711340206185,15.597147950089127,7.531194295900178,23.1729055258467,21.702317290552582,12.789661319073083,11.363636363636363,6.379585326953747,75.46848381601363,15.247018739352642,0,90.20442930153322,9.454855195911414
2A004,Ajaccio,94,Corse,Corse-du-Sud,27922,12905,13918,3672,3077,2895,24921,15.241905049437692,17.640576647294136,10.557777945505322,53.009283719526,11.549855138513623,0.26693577264884927,5.895374198378853,10.889026335492693,23.56196490771184,38.18483674598782,19.561183632279697,45.005762581636574,22.176852141294155,7.893091591122225,18.675758049390435,23.491716161300406,9.95819005939356,11.149968740231323,9.92612664924675,46.21803595730965,49.845999570231356,13.150920421173268,10.368168469307356,89.25220256428622
2A006,Alata,94,Corse,Corse-du-Sud,1148,965,146,3,245,1088,59,17.23016905071521,14.759427828348503,4.908972691807542,49.707412223667106,8.091024020227561,0.5056890012642226,8.912768647281922,11.820480404551201,30.720606826801518,32.743362831858406,14.601769911504425,31.46067415730337,14.678510998307953,8.164128595600676,25.63451776649746,22.377326565143825,13.028764805414554,11.6751269035533,17.587939698492463,84.05923344947736,12.717770034843207,0.2613240418118467,94.77351916376307,5.139372822299651
2A032,Bastelicaccia,94,Corse,Corse-du-Sud,1432,891,441,1,225,1095,328,16.230812961910175,16.17396247868107,6.992609437180216,50.483229107447414,11.61872532430908,0.8460236886632826,9.080654258319234,11.6751269035533,27.467569091934575,31.64128595600677,18.61252115059222,37.10407239819005,15.616942909760589,6.740331491712707,22.173112338858196,25.156537753222835,13.149171270718233,12.265193370165745,13.578756789378394,62.22067039106145,30.79608938547486,0.06983240223463687,76.46648044692738,22.905027932960895
2A041,Bonifacio,94,Corse,Corse-du-Sud,1277,655,491,78,1633,734,524,16.779661016949152,15.491525423728813,9.457627118644067,51.01694915254237,17.601135557132718,2.55500354861604,16.962384669978707,6.0326472675656495,13.27182398864443,39.318665720369054,21.149751596877216,25.943396226415093,22.467532467532468,10.909090909090908,22.294372294372295,19.913419913419915,8.831168831168831,7.792207792207792,56.11683848797251,51.29209083790133,38.449490994518406,6.108065779169929,57.47846515270164,41.03367267032107
2A130,Grosseto-Prugna,94,Corse,Corse-du-Sud,1168,815,295,0,2233,878,283,13.308550185873605,14.609665427509293,9.070631970260223,49.36802973977695,12.968750000000002,0.546875,12.578125000000002,14.374999999999998,24.921875,32.1875,14.84375,26.011560693641616,14.246700045516613,8.602639963586709,18.34319526627219,25.534820209376424,14.519799726900317,13.700500682749203,65.65715965892385,69.77739726027397,25.256849315068493,0,75.17123287671232,24.22945205479452
2A247,Porto-Vecchio,94,Corse,Corse-du-Sud,4178,1642,2171,272,6025,2115,2019,20.29014308426073,17.26947535771065,7.034976152623211,50.93402225755167,13.208776884640452,0.7386487073647621,14.099500325874429,7.842711275255268,16.945470345426898,31.67499456875951,27.30827721051488,25.128865979381445,29.87134816403109,8.268560707585097,18.989547038327526,19.069954435808096,8.978826051996784,9.42106673813991,59.05125943349995,39.30110100526568,51.96266156055529,6.510292005744375,50.622307324078506,48.32455720440402
2A249,Propriano,94,Corse,Corse-du-Sud,1644,747,802,193,982,455,1159,14.6604086140254,16.758696852567642,10.767531750414136,50.30369961347322,16.052467207995,0.6870705808869456,13.616489693941286,5.434103685196752,12.92941911305434,36.477201748906936,28.357276702061213,24.561403508771928,32.235054347826086,9.205163043478262,16.27038043478261,19.870923913043477,6.351902173913043,9.782608695652174,37.395277989337394,45.43795620437956,48.78345498783455,11.739659367396593,27.676399026763992,70.49878345498783
2A271,Sarrola-Carcopino,94,Corse,Corse-du-Sud,715,522,147,30,75,614,94,17.485353762956287,15.817936007210456,9.193330328977016,50.02253267237494,8.989805375347544,3.707136237256719,6.765523632993513,7.599629286376275,24.467099165894346,33.364226135310474,23.540315106580167,39.743589743589745,25.78125,8.59375,23.61778846153846,17.548076923076923,10.216346153846153,7.211538461538461,9.49367088607595,73.006993006993,20.55944055944056,4.195804195804196,85.87412587412587,13.146853146853147
2A272,Sartène,94,Corse,Corse-du-Sud,1517,762,659,105,549,577,930,15.330602691632533,15.623171445289644,11.673493270918666,49.94148624926858,10.27972027972028,4.055944055944056,12.237762237762238,8.111888111888112,18.81118881118881,33.00699300699301,22.377622377622377,42.731277533039645,23.160254015689205,10.048561822936122,15.913335823683228,22.89876727680239,9.45087784833769,9.675009338812103,26.573088092933205,50.23071852340145,43.44100197758735,6.921555702043507,38.03559657218194,61.30520764667106
2A362,Zonza,94,Corse,Corse-du-Sud,1039,659,303,25,2638,839,194,18.97663174858985,14.141821112006447,8.742949234488316,51.32957292506044,15.827996340347667,1.463860933211345,14.089661482159194,7.319304666056725,19.030192131747484,33.485818847209515,22.964318389752975,19.35483870967742,26.29083245521602,8.482613277133826,18.75658587987355,19.599578503688093,11.116965226554267,10.590094836670179,71.74326896926843,63.42637151106834,29.162656400384986,2.4061597690086622,80.7507218479307,18.67179980750722
