code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_bac2,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
59002,Abscon,31,Nord-Pas-de-Calais,Nord,1725,968,705,318,4,1628,96,20.79045837231057,18.171188026192702,9.985968194574369,52.19831618334892,17.945758799769187,0.6924408540103866,3.981534910559723,4.212348528563186,23.023658395845356,26.889786497403346,40.10386612810156,34.81894150417828,22.139864647115694,6.187560425394779,30.97002900418949,13.889784079922658,7.992265549468256,3.7383177570093453,0.23134759976865238,56.11594202898551,40.869565217391305,18.434782608695652,94.3768115942029,5.565217391304348
59005,Allennes-les-Marais,31,Nord-Pas-de-Calais,Nord,1271,1025,235,105,8,1227,44,19.571045576407506,18.52844801906464,4.3193327375633,51.08728030980042,8.530259365994237,0.2881844380403458,4.207492795389049,18.386167146974064,30.25936599423631,30.25936599423631,16.42651296829971,57.14285714285714,10.660980810234541,6.652452025586355,22.08955223880597,19.147121535181235,18.208955223880597,13.390191897654585,0.6254886630179828,80.64516129032258,18.48937844217152,8.261211644374509,96.53815892997639,3.461841070023604
59008,Aniche,31,Nord-Pas-de-Calais,Nord,3976,1951,1923,992,17,3314,595,24.322788406895246,21.055124076529648,6.658458041295701,52.27315779503694,22.69744286037565,0,2.5797691785471826,3.507580900656257,17.58316361167685,31.047748359357318,39.76012672550351,27.473583093179638,20.971088670632177,7.995573384977176,29.921150919905937,15.230322312906349,8.438234887259648,3.0986305159773133,0.4257450538442274,49.06941649899396,48.36519114688129,24.949698189134807,83.35010060362174,14.964788732394366
59009,Villeneuve-d'Ascq,31,Nord-Pas-de-Calais,Nord,24730,10236,14068,9992,41,10963,13421,19.75829748988894,27.85838094626693,4.370225332220581,51.69641137574629,16.47122435875773,0.03041465310398432,3.4436146125511136,20.80700212902572,27.32925551688013,28.745226589165622,16.961238214321924,74.45381566913932,14.95932000727821,5.705596423279873,17.280548984949704,16.846455771880116,14.824153258298459,23.121312157209324,0.16551612773000685,41.391023048928425,56.88637282652649,40.40436716538617,44.33077234128589,54.27011726647796
59011,Annoeullin,31,Nord-Pas-de-Calais,Nord,3797,2517,1205,653,5,3009,729,19.3807450411224,20.9288824383164,5.747460087082729,48.52443154329947,11.881606765327696,0.2536997885835095,4.0169133192389,12.346723044397462,28.49894291754757,27.54756871035941,25.200845665961946,37.00097370983447,17.971246006389777,6.935569755058572,24.74707135250266,16.41373801916933,13.671458998935037,8.333333333333332,0.1315097317201473,66.28917566499868,31.73558072162233,17.197787727153017,79.24677376876481,19.19936792204372
59012,Anor,31,Nord-Pas-de-Calais,Nord,1314,870,421,91,55,1199,110,22.975799223184943,17.448461308634595,6.5431729907379745,51.12040633403048,22.88888888888889,1.7777777777777777,6.222222222222222,3.259259259259259,21.333333333333336,24.88888888888889,36.44444444444444,29.482071713147413,22.402044293015333,7.027257240204429,27.938671209540033,14.991482112436117,9.028960817717206,4.088586030664395,4.017531044558072,66.21004566210046,32.03957382039574,6.925418569254186,91.24809741248097,8.37138508371385
59014,Anzin,31,Nord-Pas-de-Calais,Nord,5537,2446,3011,1591,10,3938,1544,22.212277168643247,20.39233236369061,7.99582307749683,52.569553218467966,25.780389276533235,0.0918105031215571,3.0113845023870733,5.728975394785164,18.600807932427468,30.848329048843187,37.07308116048476,38.18770226537217,28.756006406833954,6.930058729311265,26.68446342765617,14.682327816337427,8.478376935397758,4.260544580886279,0.1802776275464215,44.17554632472458,54.37962795737764,28.733971464692072,71.12154596351814,27.885136355427125
59015,Arleux,31,Nord-Pas-de-Calais,Nord,1202,747,424,208,323,1047,135,19.014084507042252,17.27028839704896,7.880617035546613,52.280348759221994,14.202049780380674,0.8784773060029283,6.295754026354319,9.51683748169839,20.790629575402637,30.30746705710102,24.890190336749633,38.139534883720934,19.53971119133574,6.272563176895307,27.39169675090253,16.74187725631769,8.98014440433213,5.82129963898917,21.18032786885246,62.14642262895175,35.27454242928453,17.304492512479204,87.10482529118137,11.231281198003327
59016,Armbouts-Cappel,31,Nord-Pas-de-Calais,Nord,922,753,158,86,0,916,4,18.54739433729996,15.798112433319655,4.759950759130078,50.80016413623307,8.268059181897303,1.3054830287206265,4.786771105308964,11.74934725848564,33.246301131418626,27.676240208877285,26.022628372497824,50.29940119760479,14.84593837535014,6.666666666666667,27.450980392156865,17.086834733893557,13.053221288515408,7.450980392156863,0,81.67028199566161,17.136659436008678,9.327548806941431,99.34924078091106,0.43383947939262474
59017,Armentières,31,Nord-Pas-de-Calais,Nord,10731,5191,5440,2298,17,6579,4066,22.563767168083714,21.46731812411034,8.086792598007156,51.902435271034506,18.296309253104777,0.026237537169844324,3.6032884379919543,8.282315899947525,21.715934930907817,32.5170543991604,31.126464929158647,39.66101694915255,24.16229643941485,6.105437482749103,22.313000276014353,14.683963566105437,12.514490753519183,8.142423406017112,0.15816896166728692,48.3738700959836,50.694250302860866,21.414593234554097,61.30835896002237,37.890224582983876
59022,Attiches,31,Nord-Pas-de-Calais,Nord,812,623,182,129,3,792,20,20.26431718061674,17.22466960352423,4.361233480176212,48.54625550660793,8.144796380090497,2.171945701357466,4.705882352941177,25.339366515837103,31.493212669683256,25.339366515837103,14.841628959276019,56.97674418604651,10.651629072681704,6.203007518796992,23.308270676691727,16.791979949874687,16.478696741854638,15.601503759398497,0.36809815950920244,76.72413793103449,22.413793103448278,15.886699507389162,97.53694581280789,2.4630541871921183
59024,Auberchicourt,31,Nord-Pas-de-Calais,Nord,1844,1030,769,507,10,1780,41,18.53932584269663,16.65168539325843,10.269662921348315,52.17977528089888,19.08276225619399,0.632577754348972,2.952029520295203,7.5909330521876655,22.561939905113338,30.785450711649975,32.89404322614654,36.283185840707965,23.91044776119403,6.597014925373134,27.34328358208955,14.985074626865671,9.313432835820896,4.597014925373134,0.5393743257820928,55.85683297180043,41.70281995661605,27.49457700650759,96.52928416485899,2.2234273318872018
59028,Auby,31,Nord-Pas-de-Calais,Nord,2914,1447,1368,927,1,2550,299,21.99002292031819,17.94526088715114,8.979371713630849,52.24484292840771,26.011944260119442,0.16589250165892502,3.64963503649635,4.37956204379562,18.646317186463172,36.92767086927671,36.59588586595886,39.8576512455516,26.8716577540107,5.767761650114591,27.826585179526358,15.928189457601222,7.3338426279602755,3.972498090145149,0.03430531732418524,49.656829100892246,46.94577899794098,31.81194234728895,87.50857927247769,10.260809883321894
59032,Aulnoy-lez-Valenciennes,31,Nord-Pas-de-Calais,Nord,2977,1462,1478,977,15,1899,1010,15.9451465447701,28.717397149771447,7.502016671148158,50.268889486421074,18.687541638907394,0.2664890073284477,1.89873417721519,11.05929380413058,23.384410393071285,33.41105929380413,30.546302465023317,73.34818114328137,15.708653247561735,6.723386594729197,28.470637061631045,14.795600747042956,10.002075119319361,8.424984436605106,0.5013368983957219,49.10984212294256,49.64729593550554,32.81827342962714,63.78904937856903,33.9267719180383
59033,Aulnoye-Aymeries,31,Nord-Pas-de-Calais,Nord,3848,1929,1879,1287,11,2976,857,18.631482750742517,18.654329449394563,9.972583961617547,52.78729723554947,21.716189947236877,0.22216051096917525,3.3046376006664815,7.164676478755901,21.716189947236877,31.768953068592058,32.51874479311302,48.426150121065376,18.346456692913385,7.952755905511812,30.598425196850393,17.212598425196852,8.960629921259843,4.708661417322835,0.28504793988079813,50.12993762993763,48.83056133056133,33.44594594594595,77.33887733887734,22.27130977130977
59034,Avelin,31,Nord-Pas-de-Calais,Nord,972,833,131,41,6,948,20,20.501930501930502,14.16988416988417,5.096525096525097,51.50579150579151,5.942142298670837,1.5637216575449568,6.645817044566067,25.488663017982798,37.76387802971071,19.390148553557466,10.476935105551211,63.5,9.354485776805252,5.0875273522975935,21.663019693654267,16.575492341356675,17.72428884026258,18.326039387308533,0.6134969325153374,85.69958847736625,13.477366255144032,4.218106995884774,97.53086419753086,2.05761316872428
59035,Avesnelles,31,Nord-Pas-de-Calais,Nord,1080,694,346,75,2,902,167,16.131621187800963,17.81701444622793,9.550561797752808,52.1669341894061,16.902738432483474,1.0387157695939566,2.927289896128423,8.026440037771483,19.54674220963173,31.067044381491975,29.272898961284234,36.84210526315789,21.586134453781515,9.453781512605042,24.89495798319328,14.128151260504202,7.930672268907562,6.144957983193277,0.18484288354898337,64.25925925925927,32.03703703703704,6.944444444444445,83.51851851851852,15.462962962962962
59036,Avesnes-sur-Helpe,31,Nord-Pas-de-Calais,Nord,2196,734,1441,647,0,1036,1147,19.554556599918268,22.08827135267675,9.440130772374337,53.04454434000817,36.07863974495218,0.5313496280552604,4.1445270988310305,4.994686503719448,15.887353878852284,33.04994686503719,31.455897980871413,39.8989898989899,29.939776312016058,7.4562661313449965,27.158015486091198,11.70060223687984,6.911385144823631,5.936334958416977,0,33.42440801457195,65.61930783242259,29.46265938069217,47.17668488160292,52.23132969034609
59037,Avesnes-les-Aubert,31,Nord-Pas-de-Calais,Nord,1469,1041,391,102,9,1410,59,20.17787659811006,17.14841578654808,10.47804335742079,50.778210116731515,21.18100128369705,0.25673940949935814,4.621309370988447,5.905006418485238,20.282413350449293,30.038510911424904,36.2002567394095,39.83402489626556,18.275075987841944,6.231003039513678,28.22948328267477,13.601823708206688,9.764437689969604,4.369300911854103,0.6089309878213802,70.8645336963921,26.616746085772636,6.943498978897209,95.98366235534377,4.016337644656229
59041,Bachant,31,Nord-Pas-de-Calais,Nord,953,534,410,290,1,875,76,19.732441471571907,19.063545150501675,8.653846153846153,51.58862876254181,20.098039215686274,0,2.7450980392156863,2.7450980392156863,16.07843137254902,33.72549019607843,43.431372549019606,36.84210526315789,24.985473561882625,5.984892504357931,31.086577571179546,15.107495642068564,6.5659500290528765,3.195816385822196,0.10482180293501049,56.03357817418678,43.02203567681007,30.4302203567681,91.81532004197271,7.974816369359916
59043,Bailleul,31,Nord-Pas-de-Calais,Nord,6032,3466,2487,1083,11,4530,1466,16.801702828893163,19.51386981598462,9.60587750617962,51.88135127712167,10.923881464264962,1.0604299825682741,3.7914003486345145,10.923881464264962,25.174317257408486,31.92911098198722,25.63916327716444,42.490272373540854,15.302685480200273,6.5725989986345015,22.339553937187073,15.521165225307238,15.020482476103778,8.802913063268093,0.18202879364554028,57.46021220159151,41.23010610079575,17.95424403183024,75.09946949602121,24.30371352785146
