code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_sup2,dipl_sup34,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
80001,Abbeville,32,Hauts-de-France,Somme,10873.8110729955,4264.59046407294,6436.00942800603,3579.43754526055,181.917756282102,5918.24213417347,4886.24526742073,16.372066448031045,17.86194109930845,11.943047856429487,54.128980878612346,23.753424977782007,0.2377991588081692,4.0238500841183935,9.121170279337374,19.275664881391098,33.97465038640556,29.041897010361488,30.126198624119333,33.20635051376243,6.547348899778252,25.942066976046775,15.131720981708053,7.762311795985934,5.7700810333901185,5.640119799328616,1.6454614534353478,39.21891262819355,59.18816673198874,32.917967042391254,54.426567598466846,44.93590365530118
80010,Ailly-sur-Noye,32,Hauts-de-France,Somme,1209.01477832512,809.432995517555,375.50299621503,136.184124003957,18.096109839817,1077.35055339243,129.662426960349,20.335908116640596,13.935334013424692,9.584172834394797,51.386702158675135,12.06645620642231,0.38172989076265906,2.3544384627302044,13.23049535163619,29.977960598795768,29.699628728247397,17.52831270552307,51.63723949232053,24.032739349492008,6.2920119339465135,27.52703326144571,15.306783323498907,11.751342812674084,9.31781429951081,5.772275019432209,1.4746923048558824,66.94980160944631,31.058594398260723,11.264057846556389,89.10979193198217,10.724635404372291
80011,Ailly-sur-Somme,32,Hauts-de-France,Somme,1304,1012.07972428253,273.565346527931,131.174334490108,5.0857755539671,1201.84105637513,97.0972412413893,15.593131955448394,14.618533842622025,9.62434726062367,51.59005941225344,14.391496229091082,0,3.1424824710285044,10.050640140499072,22.50702654093944,31.725986860004713,28.585709901354527,40.83122528781213,35.139561114572636,5.887405785463326,28.15404343801146,14.58892215373706,7.645313699745454,5.26380222380649,3.3209515846637414,0.3884982671830612,77.61347578853758,20.978937617172626,10.059381479302761,92.16572518214187,7.446107457161756
80013,Airaines,32,Hauts-de-France,Somme,953.157892122754,474.557350986421,460.541234041872,248.835914258927,19.0705009276438,851.83989297213,100.314773874515,20.295009596304247,17.043029889452615,11.417178806659594,51.70429264510614,22.41328650322158,1.5078746890934778,2.009873041392281,3.517998429382443,21.6056029326933,33.66697085582656,38.19109678978197,30.589584967050488,36.98385635180948,6.790513441019119,29.23538017636245,14.904932082134595,6.215258171250458,3.2802636201336854,2.589796157290234,1.9615247882042914,49.78790554097456,48.317412870202666,26.106473682419058,89.37028167232805,10.524465537509895
80016,Albert,32,Hauts-de-France,Somme,4529.76730099797,2284.70396363838,2151.33986468009,683.536774632416,62.6989839059939,3312.34825061399,1197.65614159096,17.780801895649848,17.262969982187055,13.066181821061631,54.05721727641376,20.66223656050524,0.2972125453304793,4.843783532959566,6.2805126243378115,19.18265403843912,33.70408430535576,33.220167326572806,42.28933418515559,30.696056379092457,6.7809530593880565,31.21359228251236,14.991577076712801,9.608328195117249,3.9519388684756267,2.757554138701395,1.3652573588203278,50.43755698300504,47.49338590099585,15.089887166650337,73.12402669965485,26.439683586552004
80021,Amiens,32,Hauts-de-France,Somme,65950.5069008515,20810.0318136901,43604.6056453942,19787.6727658389,1749.29348949418,23792.8365833824,41407.3078304397,17.080497410279854,28.48218214894265,7.194675730867392,52.56192845078675,19.989069656604663,0.0846217710642813,3.5247018210061656,18.81090139920676,25.505482353884457,29.292763916354726,18.987208378250244,71.49750233198851,24.35028540079398,5.891111320313963,19.73093254232267,16.23117176866516,10.020887362823812,11.124494157361701,12.65111744771863,2.583897558645738,31.554013443710797,66.11716527205527,30.0038221019093,36.0768062316064,62.78542770367256
80071,Beauval,32,Hauts-de-France,Somme,888.3697060289,658.814150473344,221.320378674639,55.5874439461884,12.8571956060186,880.134529147983,7.2057797708022,17.538614848031898,17.78774289985053,8.719481813652207,51.27055306427493,15.325248070562253,1.1025358324145536,3.8588754134509267,6.0639470782800355,19.29437706725469,31.422271223814676,30.8710033076074,30.573248407643348,29.77049180327876,5.901639344262315,31.737704918032865,15.540983606557415,9.11475409836066,4.262295081967227,3.6721311475409952,1.426632469880151,74.15990730011585,24.913093858632667,6.257242178447275,99.07300115874853,0.8111239860950171
80131,Boves,32,Hauts-de-France,Somme,1431.95349894834,970.343237366602,446.223252862343,125.019445845053,27.682769726248,1171.33603876365,255.809019959877,16.355846861341636,18.190973622506135,8.699284669420308,51.8894163691899,8.984897978459724,0.8925395342840783,4.760210849515081,17.255764329492145,33.345244645556136,25.014875658904767,16.70827537120395,55.543110660648686,17.955336884062785,5.410648391402871,23.005275382705445,17.35735568094295,13.105792770286909,11.66295319924615,11.502637691352723,1.896552608369011,67.76359973136312,31.161853593015397,8.730691739422419,81.79986568166541,17.864338482202747
80164,Camon,32,Hauts-de-France,Somme,1917.99999999997,1333.95144983318,567.034340115637,378.989287489826,18.0537580886013,1596.4761500026,318.50038269629,16.172013511629974,15.500544359506558,10.798998819572459,51.430655030227626,13.725700960455534,0.7666094876500851,3.8101865059519637,15.721887745762809,29.478736469320726,26.22308368528548,20.85191075125362,53.73353382250573,24.096060324988727,6.725789080213637,25.76034077841774,15.83790171792971,11.244746971427121,8.726826016864788,7.608335110158188,0.9325029335148951,69.5490849756622,29.56383420832356,19.75960831542398,83.23650417114833,16.605859368941346
80182,Cayeux-sur-Mer,32,Hauts-de-France,Somme,1222.99999999996,822.698459108272,370.318478607746,53.6529808651955,2141.50029222677,990.655418886126,202.952708432981,11.050215359240495,12.583398262083916,15.432135284279532,52.58345001329773,21.846845717653427,1.6146234917735407,11.364312836907166,6.553900426294856,17.6741724566626,22.285553215695053,33.10262487413788,26.581878856642994,40.117416324370495,6.684780886975285,29.034921583714375,11.434078795255251,5.861608565719235,4.328159374172703,2.539034469792641,63.64987683830632,67.26888463681921,30.27951583056076,4.386997617759383,81.00207840442832,16.594661360015344
