code_insee,commune,code_region,region,code_departement,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_sup2,dipl_sup34,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
10003,Aix-Villemaur-Pâlis,44,Grand Est,10,Aube,1603.99999999534,1067.68715340914,504.352583451882,296.637501966778,258.75760411792203,1392.20853234369,191.806424104676,16.966312005953878,13.97477250808627,13.158574783749128,51.49411691443474,19.899150317560572,2.1079226770622075,7.385793127235115,10.905290879764875,18.630360896973976,26.719339539257398,29.189514256325932,31.207385277532122,30.570742581798793,7.335394858585334,30.920141486288383,13.570568531724378,7.922153690398612,5.4637427719054115,4.217256079299048,13.891104432833584,66.56403699577568,31.443427896093972,18.4936098483566,86.79604316382385,11.9580064903512
10006,Arcis-sur-Aube,44,Grand Est,10,Aube,1340.23482048635,699.355460274219,593.70875731974,247.132941240596,38.1504612144182,943.41205784792,393.77198936261,16.68745772109516,16.75300275905205,14.687127133349144,51.699640601174536,17.800436258671944,0.4472471421776877,4.919718563954568,8.05044855919838,15.653649976219059,36.227018516392654,31.307299952438118,24.299010359410246,33.02409442331303,6.376751071186379,31.053554357591068,14.54998717811069,7.6967869611831965,4.249949321472393,3.048876687143238,2.7677646969173195,52.18156173710171,44.29886078502964,18.43952548187902,70.3915495573806,29.380820684819724
10033,Bar-sur-Aube,44,Grand Est,10,Aube,2409.65743197261,914.496355374996,1411.19736255323,925.624076513408,91.5943711540791,1229.1073802883,1163.3526644704,15.030068060651033,14.032084660041102,14.553995883516022,52.13958373038666,22.667432722453952,2.0707395864223836,2.329582034725181,8.282958345689554,16.821768054562902,28.193779022340415,40.6384834413102,24.36573734828584,33.46438122759835,7.203068825083843,27.501781365447254,16.59727845720545,6.290552528178729,4.329489148577358,4.6134484479088576,3.6619412343683906,37.95130142737197,58.56423173803531,38.41309823677581,51.007556675063135,48.27875734676727
10034,Bar-sur-Seine,44,Grand Est,10,Aube,1378.03736441181,526.38359489446,817.792836512446,510.992261710412,29.840579710145,780.85363687073,594.105460904274,15.236905091900905,18.050184448602206,14.526165364724283,50.34698543574482,18.951682586975693,3.401546454406644,7.228286215614115,4.677126374809137,14.019440228086077,25.92485281850932,42.47157509471779,40.8405563981735,42.441912733489794,5.6032004784269205,25.03969986260924,13.750288998096316,5.673760722910335,4.521278076069166,2.969859128398378,2.11954309212192,38.19806403574095,59.344750558451366,37.08116157855558,56.66418466120642,43.112434847356774
10060,Bréviandes,44,Grand Est,10,Aube,1185.62689999368,743.006119375237,392.888108638847,229.764944545756,13.499706744868,913.091857545472,271.540389008621,18.609212088855003,14.709629543088337,10.70367097436765,51.47429670387527,11.692917938429222,0,4.903481716115476,12.070108839668867,29.79808119793248,33.6225297064792,21.122690469420498,47.5469857712964,20.63782051963431,5.496574694335351,27.067688944862233,17.922707382533527,13.020938581126124,9.276877378981844,6.577392498526513,1.1257949468392885,62.667785234899576,33.13758389261759,19.37919463087256,77.01342281879225,22.902684563758502
10064,Brienne-le-Château,44,Grand Est,10,Aube,1299,584,694,382,29,844,411,12.751436781609197,15.229885057471265,15.086206896551724,51.22126436781609,19.065420560747665,1.4018691588785046,4.672897196261682,7.009345794392523,19.626168224299064,36.915887850467286,35.51401869158878,17.1875,36.435124508519,6.858890345128878,29.095674967234604,12.276103101791175,8.300567933595456,3.800786369593709,3.2328527741371778,2.183734939759036,44.957659738260205,53.425712086220166,29.4072363356428,64.97305619707467,31.639722863741337
10081,La Chapelle-Saint-Luc,44,Grand Est,10,Aube,5051.8014891108,1786.75743795125,3215.96279637773,2596.8773373071,18.6540275536102,1720.67772430632,3313.44091174608,24.15171690598279,17.656462307115923,8.513179646079678,52.892438678865936,29.38139332918655,0.250214117857288,4.394545075892618,5.649881183105436,14.531604451329857,34.72382121782022,35.71467274358775,33.07139933157789,45.90634303430471,4.387415926853638,23.38465575074844,13.137260313395963,5.9720096207727895,4.383107042618909,2.829208311305546,0.36789648370451966,35.36871830380945,63.659722245812,51.40497588641776,34.06067574142126,65.58929361908281
10209,Lusigny-sur-Barse,44,Grand Est,10,Aube,824.541242137992,631.918973414456,173.949701857479,75.673034141389,20.8794970345418,769.506308216982,54.0521672438493,19.299507460786575,13.15446290364137,10.471988982263962,52.57268460233699,7.5838730631085065,1.557575173093673,5.7111089680101514,14.537368282207607,27.517161391321583,26.478777942592462,23.88281932076971,40.809551612755115,25.874705530518323,4.583408725638689,26.542501610841203,16.163004432408396,11.577898595997217,8.683423946997912,6.575057157598165,2.46971668272272,76.63885578069126,21.096543504171677,9.177592371871274,93.32538736591182,6.555423122765197
10265,Les Noës-près-Troyes,44,Grand Est,10,Aube,1559,552,1000,807,12.5138446285674,704,854,19.073206924471776,15.98139271409613,10.647160418571582,55.03896015935019,19.405255749059442,0,3.468588833246121,7.70797518499138,20.040735480977588,34.75985375090305,30.703434486882298,40.363985835375146,34.186069935704815,5.6605784888113,27.973022881028747,14.66912320166531,7.304134700935067,6.273816918195712,3.93325387365912,0.7962923566559535,35.4073123797306,64.14368184733804,51.763951250801796,45.15715202052598,54.77870429762668
10268,Nogent-sur-Seine,44,Grand Est,10,Aube,2713.00000000003,1054.60569378676,1575.09359821,878.708671036245,145.691917685654,1503.82871231249,1149.62690551994,19.599259237086855,18.34137621526006,9.999628546598306,51.88209746249558,19.887201612564283,0.18170934364146615,3.471284434715304,14.098710068287506,22.304998662287055,24.309299484939935,31.772120664063564,32.364261012246025,32.7344335963013,6.211996098308832,25.474100739935583,13.544104690522468,9.523835186404092,5.841260976912614,6.670268711615204,5.09645396848507,38.87230717975482,58.057264954293494,32.38881942632641,55.43047225626515,42.37474771544148
