code_insee,commune,code_region,region,code_departement,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_sup2,dipl_sup34,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
03001,Abrest,84,Auvergne-Rhône-Alpes,03,Allier,1313.06381510866,1076.33114867196,219.67988961711,63.1955846843742,22.313888900694,1217.7688858227,87.2700931355643,17.488789237668165,12.797516384960343,9.796481545360486,49.982752673335796,10.362694300518134,0.37009622501850226,10.362694300518061,10.362694300518061,22.575869726128655,31.828275351591195,26.646928201332166,28.767123287671275,17.446043165467618,5.395683453237416,31.69964028776976,18.79496402877698,11.870503597122305,8.633093525179836,6.160071942446046,1.6709795912945462,81.97097020626451,16.730328495034406,4.812834224598944,92.74255156608103,6.646294881589013
03013,Avermes,84,Auvergne-Rhône-Alpes,03,Allier,1916.64070011949,1200.41249044921,701.223053539663,401.137840558445,26.8069307189133,1463.502894606,379.130278233543,14.600976840901614,13.702222173823536,9.902392597981725,50.8583121198101,8.800199125624061,0.5789604687910549,4.342203515932915,7.5264860942836975,24.02685945482877,38.7903514090007,20.559245296530133,32.23571640246657,21.681411623935407,6.74619587672918,31.289169818293487,17.48139852196156,10.514174473353672,6.93555484838691,5.352094837339685,1.3793492705202863,62.63106540387942,36.586046278572006,20.929214355796404,76.35770723822989,19.78097815672529
03023,Bellerive-sur-Allier,84,Auvergne-Rhône-Alpes,03,Allier,4101.3325410737,2711.35418836624,1320.48154860132,608.831157098845,266.168617200673,2931.59053940682,1155.99613590633,14.8293229502467,11.861502907495831,18.13418520005199,53.83544044888643,14.930973063937019,0.15888333928183918,8.560600738821979,16.48566812051661,22.810775134968807,26.970233155296846,20.944652633877702,46.881183215937874,24.296500261956904,7.25826122113655,23.560622388080727,16.7434461506207,10.664157546283441,9.179060081965098,8.29795234995671,6.094299865185105,66.1091038391251,32.19640288557599,14.844715735716893,71.47897689464972,28.185867015886952
03036,Bourbon-l'Archambault,84,Auvergne-Rhône-Alpes,03,Allier,1172.526765105,739.964259317235,399.519446846675,68.0887275149824,212.906650159179,927.208259983437,242.315765568026,12.760151990105417,11.238110391427746,20.295295121805108,54.8157798451972,12.070711217757799,3.642061776620413,4.682650855654816,8.845007171792432,21.332076120205272,32.778555989583715,27.5756105944117,22.8350676198505,29.922230145726374,9.584966480177577,25.29239290624542,14.899372968485578,8.373907433069993,7.292809582923734,4.634320483371387,15.367512275469497,63.10851754850739,34.07337544323757,5.807008380647502,79.07779059528805,20.66611806053967
03082,Commentry,84,Auvergne-Rhône-Alpes,03,Allier,3248.99999999989,1867.17667636738,1335.6984339673,795.028348127704,115.639751552795,2151.11790191929,1088.05438944397,13.253691646096023,12.850111912251712,15.628313589569329,52.902764526286404,18.163184659022054,0.407063609495139,6.832689079531748,4.247333346056921,20.97545643884168,34.88941769930692,30.387326766443895,23.070973114093164,32.01138402967917,6.424726969092054,35.02503505075861,14.347299246820247,6.699926483478194,3.7667882658542338,1.7248399543173976,3.4369133129165035,57.469272895273726,41.11106291066006,24.469939923906768,66.20861501752425,33.48890087546958
03084,Cosne-d'Allier,84,Auvergne-Rhône-Alpes,03,Allier,1034.17310193019,720.299553484451,298.783474001232,93.5584615559412,56.6551202749141,885.284367411057,146.876724593198,11.56213955473006,10.91979846835614,21.156718098718073,52.6106956559278,10.889774236387776,0.6640106241699852,6.6401062416998515,5.9760956175298725,21.248339973439492,34.52855245683922,23.904382470119412,35.44303797468357,33.94735533718175,7.2167331292495005,29.41789995959232,14.713974967004257,7.147722680945099,3.598484011784682,3.95782991424234,5.193771037605358,69.6498054474708,28.891050583657595,9.04669260700388,85.60311284046688,14.202334630350178
03094,Creuzier-le-Vieux,84,Auvergne-Rhône-Alpes,03,Allier,1476.80659986719,1229.50407094028,222.27190859018,65.0796128755032,23.3725215030649,1419.73678549944,56.0685895542797,14.285300882760636,11.798605184624837,9.73623644724744,50.89476316259754,8.742480626038489,0.33624925484763385,8.742103203405367,10.423726900276664,28.24493740720125,33.62492548476339,18.49370901661987,40.13157894736832,17.458581313058865,6.732641063404886,28.414027538776477,18.067822062809675,13.122944445619675,8.67255459014865,7.531428986181702,1.5579820549506498,83.25423728813576,15.050847457627087,4.406779661016944,96.1355932203389,3.796610169491521
03095,Cusset,84,Auvergne-Rhône-Alpes,03,Allier,6310.66047615155,3457.2392512342,2776.60770713749,1285.01029718654,156.976454376144,3703.3264107532,2589.80290275429,15.076201790208119,16.13958691668845,13.383036238024918,54.90679283881719,17.53124096198102,0.9310014832124547,6.44491759208453,8.34987416755543,23.35635518447539,32.67267895942137,26.48962831867927,45.3360974953674,27.09781120357089,6.731399329468861,29.991397348119314,15.235587334605663,9.481124038863827,7.002883666228092,4.4597970791433905,2.427106778910305,54.784111176625025,43.99868631232015,20.362532607207886,58.683657990290286,41.03853966698645
03098,Désertines,84,Auvergne-Rhône-Alpes,03,Allier,2154.99999997621,1563.78629481398,557.123733442047,154.587108777013,106.380838323354,1860.63448601184,291.349452534955,14.269840655923351,12.443471533827708,15.08947891185993,54.078601535266245,12.978541696485813,0,5.972915396774796,10.045527100215336,23.082216247389084,35.316973342055554,26.89787742572085,37.424294946938225,23.90744997211959,6.214181806122929,35.1747993452515,15.079305291240603,10.36458649926493,5.589676723194962,3.6700003628054247,4.704242492978168,72.56548931931523,25.852609440751618,7.173415720590234,86.34034737969283,13.519696173465027
03101,Domérat,84,Auvergne-Rhône-Alpes,03,Allier,4132,3236,812,364,85,3698,368,13.967055593685657,12.045298558682225,14.058567833447725,52.35644017387325,11.831067399479316,0.7231703789412786,7.376337865201041,6.653167486259763,28.348278854498123,30.662424067110212,23.430720277697425,31.435643564356436,21.149490373725936,6.129671574178936,37.471687429218576,15.67100792751982,9.796149490373725,5.917327293318234,3.864665911664779,2.015650936684847,78.31558567279767,19.651500484027107,8.809293320425944,89.49661181026137,8.906098741529526
