code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_bac2,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
2B009,Aléria,94,Corse,Haute-Corse,863,363,403,76,319,484,357,15.107256960292103,15.974440894568689,7.850296668188042,45.82382473756276,13.906581740976645,5.626326963906582,9.235668789808917,7.537154989384288,14.012738853503185,36.19957537154989,26.326963906581742,33.33333333333333,30.76923076923077,7.807981492192019,20.18507807981492,16.194331983805668,8.502024291497975,9.89010989010989,26.988155668358715,42.06257242178447,46.69756662804171,8.80648899188876,56.083429895712634,41.36732329084589
2B033,Bastia,94,Corse,Haute-Corse,18682,6658,11487,4080,238,1465,17179,17.033510430322686,17.155408358057915,9.71273488350698,52.712803882334,14.150788884642681,0.2292951902604138,8.052628705574056,11.91243107495769,21.346290331386143,34.962057105421195,21.346290331386143,39.632922282764554,24.714069591527988,8.2178517397882,16.568835098335853,22.11195158850227,10.287443267776098,10.871406959152798,1.2579281183932347,35.638582592870144,61.48699282732042,21.839203511401347,7.841772829461514,91.95482282410877
2B037,Biguglia,94,Corse,Haute-Corse,3016,1932,936,89,133,1723,1283,18.921425732078973,17.649397111435007,5.0218629919173186,50.205379621041466,9.83397190293742,0.8939974457215836,10.268199233716475,10.038314176245212,24.010217113665387,35.98978288633461,18.084291187739463,37.58741258741259,18.105750400569697,7.477301050382766,21.59515755741499,22.00462880541214,13.654975965818053,11.625422823571302,4.223563035884408,64.05835543766578,31.03448275862069,2.9509283819628647,57.12864721485411,42.53978779840849
2B042,Borgo,94,Corse,Haute-Corse,2932,1739,1061,151,1427,2108,813,20.062893081761008,18.37735849056604,4.767295597484276,48.77987421383648,8.551003574374484,1.154797910365686,8.688479516084685,8.083585372559803,22.738520758867196,35.02886994775915,23.26092933736596,29.129129129129126,23.402432756553022,7.65804351550454,21.757752270001713,21.05533664553709,9.628233681685797,11.015932842213466,32.73686625372792,59.31105047748977,36.186903137789905,5.150068212824011,71.89631650750341,27.728512960436564
2B049,Calenzana,94,Corse,Haute-Corse,982,573,359,77,549,744,231,17.89428076256499,15.294627383015596,9.445407279029462,51.16984402079723,15.943491422805248,3.834510595358224,14.530776992936428,6.15539858728557,16.246215943491425,38.042381432896065,19.475277497477293,40.44117647058824,17.86727169597277,10.663641520136132,22.291548496880317,20.36301758366421,10.890527509926262,7.884288145207033,35.85891574134553,58.35030549898167,36.55804480651731,7.841140529531568,75.76374745417516,23.523421588594704
2B050,Calvi,94,Corse,Haute-Corse,2133,825,1202,386,2267,592,1535,17.31955023576351,22.071091766412767,7.453754080522307,44.81320275661951,16.22085048010974,0.720164609053498,9.122085048010973,3.4979423868312756,12.928669410150892,57.407407407407405,15.466392318244171,20.703125,22.365339578454332,8.805620608899298,18.45433255269321,24.77751756440281,9.929742388758783,9.437939110070257,51.52272727272727,38.67791842475386,56.3525550867323,18.09657759024848,27.754336615096108,71.96436943272386
2B096,Corte,94,Corse,Haute-Corse,3493,1131,2237,219,487,604,2786,10.851648351648352,40.54945054945055,8.516483516483516,52.0467032967033,11.493383742911153,1.8147448015122871,8.39319470699433,10.775047258979207,20.869565217391305,37.95841209829868,18.563327032136108,88.74312314854,28.14980158730159,8.705357142857142,12.698412698412698,19.370039682539684,9.399801587301587,14.905753968253968,12.236180904522612,32.379043801889495,64.0423704551961,6.269682221586029,17.29172630976238,79.75951903807615
2B120,Furiani,94,Corse,Haute-Corse,2068,1406,624,127,102,1548,516,17.134680736898584,16.58021820783402,6.063316043641566,50.43820425684136,7.05223880597015,0.33582089552238803,9.813432835820896,9.440298507462687,26.56716417910448,34.365671641791046,18.619402985074625,48.175182481751825,18.24452901998097,6.945765937202664,20.837297811607993,24.61941008563273,12.749762131303521,10.70409134157945,4.700460829493087,67.98839458413927,30.174081237911025,6.141199226305609,74.85493230174082,24.95164410058027
2B123,Ghisonaccia,94,Corse,Haute-Corse,1606,787,673,46,1709,1074,505,15.467625899280577,17.21479958890031,10.071942446043165,47.302158273381295,12.522045855379188,4.5855379188712515,9.58259847148736,6.760728982951206,15.814226925338037,30.62904174015285,31.452087007642564,31.804281345565748,34.995080354214494,10.8560183666776,15.644473597900951,17.021974417841914,7.510659232535258,6.854706461134798,51.55354449472096,49.00373599003736,41.90535491905355,2.86425902864259,66.87422166874222,31.444582814445827
2B134,L'Île-Rousse,94,Corse,Haute-Corse,1549,622,858,51,1427,276,1270,17.058823529411764,17.19251336898396,10.588235294117647,52.139037433155075,14.72668810289389,0.8360128617363344,14.533762057877814,8.29581993569132,13.633440514469452,35.11254019292605,26.495176848874596,37.6271186440678,29.645240604144714,9.343168247277836,16.54373024236038,18.79171057253249,7.6923076923076925,11.02915349490692,47.950268817204304,40.15493867010974,55.390574564234996,3.29244673983215,17.817947062621045,81.98837959974176
2B148,Lucciana,94,Corse,Haute-Corse,2098,1078,919,91,408,1190,877,18.8818349375384,19.06614785992218,5.7341798074953925,50.27646938357567,13.151260504201682,0.8403361344537815,8.907563025210084,9.495798319327731,21.932773109243698,33.61344537815126,23.361344537815125,32.1608040201005,24.650013724951965,7.274224540214109,21.191325830359595,20.91682679110623,11.172110897611859,8.701619544331594,16.28092577813248,51.382268827454716,43.80362249761678,4.337464251668256,56.7206863679695,41.80171591992374
2B207,Penta-di-Casinca,94,Corse,Haute-Corse,1420,703,646,81,546,855,558,17.708654142285184,17.523868186017864,8.407761010163227,50.6005543578688,14.77832512315271,1.6185784658691063,9.00774102744546,5.700211118930331,20.337790288529206,37.4384236453202,24.560168895144265,33.87096774193548,22.028397565922923,8.803245436105476,24.016227180527384,20.405679513184584,9.24949290060852,7.383367139959432,27.77212614445575,49.50704225352113,45.49295774647887,5.704225352112676,60.2112676056338,39.29577464788732
2B251,Prunelli-di-Fiumorbo,94,Corse,Haute-Corse,1483,801,601,134,355,1088,388,17.714613838644848,14.097042779213323,12.058570198105082,51.335055986218784,19.673202614379086,2.4836601307189543,7.777777777777778,5.42483660130719,17.45098039215686,36.5359477124183,28.823529411764703,29.230769230769234,25.269016697588125,9.165120593692022,20,17.402597402597404,8.571428571428571,7.717996289424861,19.314472252448315,54.01213755900203,40.52596089008766,9.035738368172623,73.36480107889413,26.163182737693862
2B305,San-Martino-di-Lota,94,Corse,Haute-Corse,1334,815,445,29,226,664,664,13.289382373351838,14.746703678001388,12.005551700208189,53.29632199861207,8.66564417177914,0.3834355828220859,12.039877300613497,17.94478527607362,26.226993865030675,29.754601226993866,12.960122699386503,52.662721893491124,17.334494773519165,8.231707317073171,15.24390243902439,20.557491289198605,15.63588850174216,17.59581881533101,14.487179487179489,61.09445277361319,33.35832083958021,2.1739130434782608,49.77511244377811,49.77511244377811
2B309,Santa-Maria-di-Lota,94,Corse,Haute-Corse,817,611,151,0,197,577,239,15.46134663341646,13.16708229426434,9.226932668329177,51.471321695760594,9.453302961275627,0.3416856492027335,12.756264236902052,15.261958997722095,27.790432801822323,29.726651480637813,12.64236902050114,31.858407079646017,16.371681415929203,8.659924146649809,17.193426042983564,23.893805309734514,10.872313527180784,16.055625790139064,19.42800788954635,74.78580171358628,18.482252141982862,0,70.62423500611995,29.253365973072214
2B342,Ventiseri,94,Corse,Haute-Corse,871,459,362,53,404,795,69,19.813322019516335,20.74671192193466,5.727619855748833,48.06957997454391,11.68412570507655,1.20870265914585,5.237711522965351,5.9629331184528604,21.35374697824335,50.92667203867849,14.826752618855762,22.22222222222222,14.646754738655945,8.271108558299828,23.434807581849512,28.719126938541066,12.234348075818495,5.858701895462378,31.68627450980392,52.69804822043628,41.56142365097589,6.084959816303099,91.2743972445465,7.921928817451206
2B346,Vescovato,94,Corse,Haute-Corse,1054,573,414,177,117,605,447,15.995307000391085,17.05123191239734,7.626124364489637,51.11458740711772,15.41318477251625,3.064066852367688,9.192200557103064,7.056638811513463,16.898792943361187,30.73351903435469,30.547818012999073,34.69387755102041,32.14829862874556,8.938547486033519,20.162519045200607,15.84560690705942,6.9578466226510916,6.9070594210259015,9.991460290350128,54.36432637571158,39.27893738140417,16.793168880455408,57.400379506641364,42.40986717267552
2B353,Ville-di-Pietrabugno,94,Corse,Haute-Corse,1649,1095,477,1,231,520,1128,14.667041303737005,12.531610002809778,11.126720989041866,52.599044675470644,8.50561134081512,0.47253396337861786,9.273479031305374,22.740696987595985,28.706438275251035,26.698168930891907,11.04548139397519,48.4472049689441,11.77299964751498,7.966161438138879,13.676418752203032,21.642580190341913,14.134649277405712,24.70919985900599,12.287234042553191,66.40388114008489,28.926622195269864,0.06064281382656155,31.534263189812005,68.40509399636143
