code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_bac2,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
02028,Athies-sous-Laon,22,Picardie,Aisne,1085,802,240,104,8,1045,37,19.13109756097561,15.320121951219512,9.222560975609756,51.71493902439024,12.044374009508717,0.39619651347068147,3.1695721077654517,10.697305863708399,24.960380348652933,38.906497622820915,23.454833597464344,37.67123287671233,17.360041088854647,5.649717514124294,27.991782229070367,17.976373908577298,11.453518233179249,7.704160246533127,0.7319304666056725,73.91705069124424,22.119815668202765,9.5852534562212,96.31336405529954,3.410138248847926
02059,Beautor,22,Picardie,Aisne,1191,563,618,266,10,832,356,18.542056074766357,17.83177570093458,8.560747663551401,50.57943925233644,21.877691645133506,0,2.756244616709733,3.10077519379845,14.814814814814813,31.782945736434108,42.11886304909561,27.906976744186046,33.36614173228347,4.625984251968504,30.216535433070867,10.974409448818898,6.791338582677166,2.1653543307086616,0.832639467110741,47.27120067170445,51.88916876574308,22.334172963895885,69.85726280436609,29.890848026868177
02064,Belleu,22,Picardie,Aisne,1630,825,781,641,14,1056,565,14.838877338877337,16.528066528066528,14.5010395010395,54.054054054054056,14.718352513628105,0,1.9382192610539066,7.934585099939431,20.775287704421565,34.948516050878254,33.737129012719564,41.01694915254237,28.865295288652952,5.57398805573988,26.244193762441938,13.470471134704711,8.725945587259455,4.512276045122761,0.851581508515815,50.61349693251533,47.91411042944785,39.32515337423313,64.78527607361964,34.66257668711656
02095,Bohain-en-Vermandois,22,Picardie,Aisne,2448,1271,1150,293,41,1994,448,21.383324773155284,18.010614620784114,10.511898647491867,52.508132169149114,29.379054680259497,1.4365152919369786,6.209453197405004,2.4096385542168677,10.56533827618165,34.43002780352178,39.34198331788693,33.53057199211045,33.705728547658666,9.127644402186831,25.88542904682672,9.72189208462087,3.9220347040646546,2.638459710007131,1.6472478907191643,51.91993464052288,46.97712418300654,11.968954248366014,81.45424836601308,18.30065359477124
02110,Braine,22,Picardie,Aisne,918,546,355,188,21,663,240,20.304796055580457,15.284625728372928,13.76064545047064,53.877185118780815,15.783783783783784,0.43243243243243246,7.783783783783783,4.756756756756757,12.972972972972974,28.10810810810811,38.054054054054056,23.52941176470588,25.254949010197958,6.35872825434913,26.754649070185966,14.037192561487702,7.738452309538093,6.1787642471505695,2.2364217252396164,59.47712418300654,38.67102396514161,20.47930283224401,72.22222222222221,26.143790849673206
02163,Charly-sur-Marne,22,Picardie,Aisne,1102,587,484,196,28,729,371,21.217781098244302,16.249533059394842,8.853193873739261,53.38064998132238,15.06740681998414,5.471847739888977,5.154639175257731,6.106264869151467,21.808088818398097,33.306899286280725,28.548770816812052,28.176795580110497,27.20702116675271,5.317501290655653,25.03871966959215,15.02323180175529,11.461022199277233,5.059370160041301,2.47787610619469,53.26678765880217,43.920145190562614,17.78584392014519,66.1524500907441,33.66606170598911
02168,Château-Thierry,22,Picardie,Aisne,6673,2427,4177,2249,123,2440,4188,18.12408402540303,19.910670667876335,10.161211529066927,53.325423965384886,20.177416929784993,0.24056532852202678,3.2927379341452414,11.547135769057284,19.996992933393475,29.333934746654638,33.94978198767103,32.87143956889915,19.94389901823282,5.712949976624591,25.666199158485277,14.492753623188406,9.312762973352033,11.753155680224404,1.8098881695114772,36.37044807432939,62.595534242469654,33.7029821669414,36.565263000149855,62.760377641240815
02173,Chauny,22,Picardie,Aisne,5605,2375,3012,1466,62,3320,2278,17.258282623394187,19.90365111561866,10.919540229885058,54.15821501014199,20.892535521312787,0.06003602161296778,5.143085851510906,6.864118471082651,20.69241544926956,34.02041224734841,30.458274964978987,41.14537444933921,27.212816725372118,5.647085558459266,24.588114986933306,15.895920918077492,9.237586637882059,6.556073173503011,1.0940532909828833,42.3728813559322,53.73773416592328,26.15521855486173,59.2328278322926,40.64228367528992
02243,Crouy,22,Picardie,Aisne,1200,753,428,210,5,874,321,16.101392359871475,16.67261692252767,11.317386647625847,52.302749018207784,12.409927942353884,0.6405124099279423,6.325060048038431,4.643714971977582,23.218574859887912,29.543634907926343,31.46517213771017,40,22.664199814986123,6.66049953746531,29.324699352451432,14.523589269195188,8.094357076780758,5.411655874190564,0.4149377593360996,62.74999999999999,35.66666666666667,17.5,72.83333333333334,26.75
02290,Essômes-sur-Marne,22,Picardie,Aisne,1106,840,251,39,33,942,161,20.88469905728789,15.119651921682378,7.7229876722262505,49.38361131254532,11.821561338289962,6.988847583643122,5.130111524163569,8.773234200743495,20.743494423791823,22.973977695167285,33.38289962825279,34.193548387096776,17.19840478564307,6.929212362911266,28.414755732801595,17.39780658025922,11.465603190428714,7.5274177467597205,2.8972783143107987,75.9493670886076,22.694394213381557,3.52622061482821,85.17179023508137,14.556962025316455
02304,La Fère,22,Picardie,Aisne,1293,297,973,479,21,476,797,21.428571428571427,21.09322602280349,10.496311200536553,55.33199195171026,31.123686337914307,0.40420371867421184,5.6588520614389655,4.931285367825384,20.85691188358933,37.10590137429264,34.76151980598222,29.545454545454547,26.460963066853672,5.423094904160823,26.227208976157083,15.100514258999532,8.22814399251987,5.049088359046284,1.5981735159817352,22.96983758700696,75.25135344160866,37.045630317092034,36.81361175560712,61.63959783449343
02305,Fère-en-Tardenois,22,Picardie,Aisne,1352,707,618,317,30,858,492,18.896897524287056,17.204638044500157,11.532434973362582,52.77342525853964,22.413793103448278,0.5997001499250375,4.497751124437781,6.296851574212893,13.193403298350825,34.48275862068966,36.28185907046477,31.03448275862069,26.128762541806022,7.232441471571906,28.804347826086957,15.551839464882944,5.351170568561873,4.3478260869565215,2.170767004341534,52.29289940828402,45.710059171597635,23.44674556213018,63.46153846153846,36.3905325443787
